organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Staphylococcus aureus,RC1,erythromycin,2022,238,589,40.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,40.4,40.41,
Staphylococcus aureus,RC1,erythromycin,2023,132,343,38.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,38.5,38.48,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,linezolid,2022,588,589,99.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.8,99.83,
Staphylococcus aureus,RC1,linezolid,2023,343,343,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,oxacillin,2023,0,0,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,teicoplanin,2023,1,1,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,tetracycline,2022,450,589,76.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,76.4,76.4,
Staphylococcus aureus,RC1,tetracycline,2023,274,343,79.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,79.9,79.88,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,tigecycline,2023,0,1,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,0.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC1,vancomycin,2022,502,502,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC1,vancomycin,2023,343,343,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,cefoxitin,2022,0,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,0.0,low_isolate_count_asterisk
Staphylococcus aureus,RC2,cefoxitin,2023,13,23,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,56.52,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,cefoxitin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,ciprofloxacin,2022,43,572,7.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,7.5,7.52,
Staphylococcus aureus,RC2,ciprofloxacin,2023,101,1693,6.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,6.0,5.97,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,ciprofloxacin,2024,410,2962,13.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,13.8,13.84,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,clindamycin,2022,275,513,53.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,53.6,53.61,
Staphylococcus aureus,RC2,clindamycin,2023,897,1692,53.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,53.0,53.01,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,clindamycin,2024,1782,2962,60.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,60.2,60.16,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,cotrimoxazole,2022,1,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC2,cotrimoxazole,2023,850,1693,50.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,50.2,50.21,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,cotrimoxazole,2024,2231,2962,75.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,75.3,75.32,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,erythromycin,2022,224,583,38.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,38.4,38.42,
Staphylococcus aureus,RC2,erythromycin,2023,343,1035,33.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,33.1,33.14,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,erythromycin,2024,1051,2914,36.1,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,36.1,36.07,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,linezolid,2022,306,306,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC2,linezolid,2023,1692,1693,99.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,99.9,99.94,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,linezolid,2024,2962,2962,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,oxacillin,2022,397,592,67.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,67.1,67.06,
Staphylococcus aureus,RC2,oxacillin,2023,577,1692,34.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,34.1,34.1,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,oxacillin,2024,1514,2962,51.1,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,51.1,51.11,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,teicoplanin,2022,356,364,97.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,97.8,97.8,
Staphylococcus aureus,RC2,teicoplanin,2023,844,844,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,teicoplanin,2024,76,76,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,tetracycline,2022,1,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC2,tetracycline,2023,6,7,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,85.71,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,tetracycline,2024,0,1,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,0.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,tigecycline,2022,1,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC2,tigecycline,2023,2,3,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,66.67,"pct_mismatch(reported=0.0,computed=66.67),rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,tigecycline,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC2,vancomycin,2022,577,577,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC2,vancomycin,2023,1691,1693,99.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,99.9,99.88,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC2,vancomycin,2024,2962,2962,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,cefoxitin,2022,165,282,58.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,58.5,58.51,
Staphylococcus aureus,RC3,cefoxitin,2023,189,338,55.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,55.9,55.92,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,cefoxitin,2024,95,153,62.1,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,62.1,62.09,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,ciprofloxacin,2022,36,41,87.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,87.8,87.8,
Staphylococcus aureus,RC3,ciprofloxacin,2023,308,338,91.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,91.1,91.12,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,ciprofloxacin,2024,152,153,99.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,99.3,99.35,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,clindamycin,2022,115,170,67.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,67.6,67.65,
Staphylococcus aureus,RC3,clindamycin,2023,199,338,58.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,58.9,58.88,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,clindamycin,2024,103,144,71.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,71.5,71.53,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,cotrimoxazole,2022,235,248,94.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,94.8,94.76,
Staphylococcus aureus,RC3,cotrimoxazole,2023,320,338,94.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,94.7,94.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,cotrimoxazole,2024,149,153,97.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,97.4,97.39,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,erythromycin,2022,118,250,47.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,47.2,47.2,
Staphylococcus aureus,RC3,erythromycin,2023,161,338,47.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,47.6,47.63,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,erythromycin,2024,72,154,46.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,46.8,46.75,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,linezolid,2022,277,279,99.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.3,99.28,
Staphylococcus aureus,RC3,linezolid,2023,334,338,98.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,98.8,98.82,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,linezolid,2024,131,153,85.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,85.6,85.62,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,oxacillin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,oxacillin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,teicoplanin,2023,1,1,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,100.0,"pct_mismatch(reported=0.0,computed=100.0),rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,teicoplanin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,tetracycline,2022,138,158,87.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,87.3,87.34,
Staphylococcus aureus,RC3,tetracycline,2023,200,216,92.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,92.6,92.59,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,tetracycline,2024,138,142,97.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,97.2,97.18,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,tigecycline,2023,0,0,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,tigecycline,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC3,vancomycin,2022,41,41,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC3,vancomycin,2023,338,338,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC3,vancomycin,2024,153,153,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,cefoxitin,2022,1421,1866,76.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,76.2,76.15,
Staphylococcus aureus,RC4,cefoxitin,2023,1531,2098,73.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,73.0,72.97,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,cefoxitin,2024,44,46,95.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,95.7,95.65,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,ciprofloxacin,2022,574,1900,30.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,30.2,30.21,
Staphylococcus aureus,RC4,ciprofloxacin,2023,809,2099,38.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,38.5,38.54,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,ciprofloxacin,2024,40,46,87.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,87.0,86.96,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,clindamycin,2022,1663,1960,84.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,84.8,84.85,
Staphylococcus aureus,RC4,clindamycin,2023,1801,2099,85.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,85.8,85.8,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,clindamycin,2024,360,417,86.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,86.3,86.33,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,cotrimoxazole,2022,1302,1885,69.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,69.1,69.07,
Staphylococcus aureus,RC4,cotrimoxazole,2023,1952,2099,93.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,93.0,93.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,cotrimoxazole,2024,45,46,97.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,97.8,97.83,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,erythromycin,2022,1113,1878,59.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,59.3,59.27,
Staphylococcus aureus,RC4,erythromycin,2023,1201,2099,57.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,57.2,57.22,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,erythromycin,2024,275,503,54.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,54.7,54.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,linezolid,2022,1862,1867,99.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.7,99.73,
Staphylococcus aureus,RC4,linezolid,2023,2099,2099,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,linezolid,2024,239,240,99.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,99.6,99.58,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,oxacillin,2022,1,4,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,25.0,low_isolate_count_asterisk
Staphylococcus aureus,RC4,oxacillin,2023,62,371,16.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,16.7,16.71,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,oxacillin,2024,345,505,68.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,68.3,68.32,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,teicoplanin,2022,421,421,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC4,teicoplanin,2023,720,720,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,teicoplanin,2024,6,6,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,tetracycline,2022,1714,1874,91.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,91.5,91.46,
Staphylococcus aureus,RC4,tetracycline,2023,1962,2099,93.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,93.5,93.47,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,tetracycline,2024,44,46,95.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,95.7,95.65,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC4,tigecycline,2022,299,299,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC4,tigecycline,2023,666,666,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,tigecycline,2024,2,2,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
