organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Staphylococcus aureus,RC17,teicoplanin,2023,108,108,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,teicoplanin,2024,291,291,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,tetracycline,2022,197,224,87.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,87.9,87.95,
Staphylococcus aureus,RC17,tetracycline,2023,83,108,76.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,76.9,76.85,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,tetracycline,2024,288,293,98.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,98.3,98.29,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,tigecycline,2022,221,221,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC17,tigecycline,2023,108,108,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,tigecycline,2024,290,290,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,vancomycin,2022,222,222,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC17,vancomycin,2023,108,108,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,vancomycin,2024,293,293,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC18,cefoxitin,2022,35,256,13.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,13.7,13.67,
Staphylococcus aureus,RC18,ciprofloxacin,2022,99,256,38.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,38.7,38.67,
Staphylococcus aureus,RC18,clindamycin,2022,194,256,75.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,75.8,75.78,
Staphylococcus aureus,RC18,cotrimoxazole,2022,235,256,91.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,91.8,91.8,
Staphylococcus aureus,RC18,erythromycin,2022,106,256,41.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,41.4,41.41,
Staphylococcus aureus,RC18,linezolid,2022,255,256,99.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.6,99.61,
Staphylococcus aureus,RC18,tetracycline,2022,222,256,86.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,86.7,86.72,
Staphylococcus aureus,RC18,vancomycin,2022,103,103,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC19,cefoxitin,2022,155,417,37.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,37.2,37.17,
Staphylococcus aureus,RC19,cefoxitin,2023,118,276,42.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,42.8,42.75,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,cefoxitin,2024,69,163,42.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,42.3,42.33,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,ciprofloxacin,2022,100,416,24.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,24.0,24.04,
Staphylococcus aureus,RC19,ciprofloxacin,2023,30,276,10.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,10.9,10.87,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,ciprofloxacin,2024,25,163,15.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,15.3,15.34,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,clindamycin,2022,213,416,51.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,51.2,51.2,
Staphylococcus aureus,RC19,clindamycin,2023,143,276,51.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,51.8,51.81,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,clindamycin,2024,63,163,38.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,38.7,38.65,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,cotrimoxazole,2022,365,416,87.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,87.7,87.74,
Staphylococcus aureus,RC19,cotrimoxazole,2023,181,276,65.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.6,65.58,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,cotrimoxazole,2024,87,163,53.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,53.4,53.37,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,erythromycin,2022,96,416,23.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,23.1,23.08,
Staphylococcus aureus,RC19,erythromycin,2023,79,276,28.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,28.6,28.62,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,erythromycin,2024,44,163,27.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,27.0,26.99,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,linezolid,2022,416,416,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC19,linezolid,2023,275,276,99.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,99.6,99.64,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,linezolid,2024,161,163,98.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,98.8,98.77,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,oxacillin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,oxacillin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,teicoplanin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,teicoplanin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,tetracycline,2022,279,415,67.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,67.2,67.23,
Staphylococcus aureus,RC19,tetracycline,2023,66,276,23.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,23.9,23.91,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,tetracycline,2024,17,163,10.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,10.4,10.43,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,tigecycline,2022,1,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC19,tigecycline,2023,0,2,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,0.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,tigecycline,2024,45,45,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC19,vancomycin,2022,413,413,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC19,vancomycin,2023,276,276,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC19,vancomycin,2024,163,163,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,cefoxitin,2022,38,258,14.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,14.7,14.73,
Staphylococcus aureus,RC20,cefoxitin,2023,6,21,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,28.57,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,cefoxitin,2024,75,338,22.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,22.2,22.19,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,ciprofloxacin,2022,47,260,18.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,18.1,18.08,
Staphylococcus aureus,RC20,ciprofloxacin,2023,3,60,5.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,5.0,5.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,ciprofloxacin,2024,46,338,13.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,13.6,13.61,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,clindamycin,2022,175,263,66.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,66.5,66.54,
Staphylococcus aureus,RC20,clindamycin,2023,56,60,93.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,93.3,93.33,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,clindamycin,2024,297,338,87.9,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,87.9,87.87,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,cotrimoxazole,2022,168,262,64.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,64.1,64.12,
Staphylococcus aureus,RC20,cotrimoxazole,2023,49,60,81.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,81.7,81.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,cotrimoxazole,2024,309,338,91.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,91.4,91.42,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,erythromycin,2022,79,262,30.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,30.2,30.15,
Staphylococcus aureus,RC20,erythromycin,2023,19,60,31.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,31.7,31.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,erythromycin,2024,79,338,23.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,23.4,23.37,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,linezolid,2022,257,263,97.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,97.7,97.72,
Staphylococcus aureus,RC20,linezolid,2023,60,60,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,linezolid,2024,322,338,95.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,95.3,95.27,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,oxacillin,2022,1,1,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC20,oxacillin,2023,18,56,32.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,32.1,32.14,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,oxacillin,2024,3,8,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,37.5,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,teicoplanin,2022,18,18,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC20,teicoplanin,2023,58,58,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,teicoplanin,2024,8,8,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,tetracycline,2022,223,252,88.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,88.5,88.49,
Staphylococcus aureus,RC20,tetracycline,2023,59,60,98.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,98.3,98.33,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,tetracycline,2024,303,338,89.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,89.6,89.64,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,tigecycline,2023,47,47,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,tigecycline,2024,338,338,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC20,vancomycin,2022,18,18,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC20,vancomycin,2023,60,60,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC20,vancomycin,2024,338,338,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC21,cefoxitin,2022,77,84,91.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,91.7,91.67,
Staphylococcus aureus,RC21,cefoxitin,2023,8,21,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,38.1,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC21,cefoxitin,2024,43,117,36.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,36.8,36.75,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC21,ciprofloxacin,2022,10,84,11.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,11.9,11.9,
Staphylococcus aureus,RC21,ciprofloxacin,2023,8,69,11.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,11.6,11.59,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC21,ciprofloxacin,2024,22,118,18.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,18.6,18.64,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC21,clindamycin,2022,32,84,38.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,38.1,38.1,
Staphylococcus aureus,RC21,clindamycin,2023,53,69,76.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,76.8,76.81,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC21,clindamycin,2024,107,118,90.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,90.7,90.68,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
