organism,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Escherichia coli,meropenem,2023,5006,7582,66.0,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,66.0,66.02,
Escherichia coli,meropenem,2024,7587,12061,62.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,62.9,62.91,
Escherichia coli,piperacillin-tazobactam,2017,3424,6030,56.8,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,56.8,56.78,
Escherichia coli,piperacillin-tazobactam,2017,3424,6030,56.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,56.8,56.78,
Escherichia coli,piperacillin-tazobactam,2017,3424,6030,56.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,56.8,56.78,
Escherichia coli,piperacillin-tazobactam,2018,4857,8961,54.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,54.2,54.2,
Escherichia coli,piperacillin-tazobactam,2018,4857,8961,54.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,54.2,54.2,
Escherichia coli,piperacillin-tazobactam,2018,4857,8961,54.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,54.2,54.2,
Escherichia coli,piperacillin-tazobactam,2019,6620,12121,54.6,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,54.6,54.62,
Escherichia coli,piperacillin-tazobactam,2019,6620,12121,54.6,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,54.6,54.62,
Escherichia coli,piperacillin-tazobactam,2019,6620,12121,54.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,54.6,54.62,
Escherichia coli,piperacillin-tazobactam,2020,4211,7890,53.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,53.4,53.37,
Escherichia coli,piperacillin-tazobactam,2020,4211,7890,53.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,53.4,53.37,
Escherichia coli,piperacillin-tazobactam,2020,4211,7890,53.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,53.4,53.37,
Escherichia coli,piperacillin-tazobactam,2021,6126,12935,47.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,47.4,47.36,
Escherichia coli,piperacillin-tazobactam,2021,6126,12935,47.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,47.4,47.36,
Escherichia coli,piperacillin-tazobactam,2021,6126,12935,47.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,47.4,47.36,
Escherichia coli,piperacillin-tazobactam,2022,5170,14729,35.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,35.1,35.1,
Escherichia coli,piperacillin-tazobactam,2022,5170,14729,35.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,35.1,35.1,
Escherichia coli,piperacillin-tazobactam,2022,5170,14728,35.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,35.1,35.1,
Escherichia coli,piperacillin-tazobactam,2023,3205,7559,42.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,42.4,42.4,
Escherichia coli,piperacillin-tazobactam,2023,3205,7559,42.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,42.4,42.4,
Escherichia coli,piperacillin-tazobactam,2024,4818,11679,41.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,41.3,41.25,
Klebsiella pneumoniae,amikacin,2017,2583,5286,48.9,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,48.9,48.86,
Klebsiella pneumoniae,amikacin,2017,2583,5286,48.9,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,48.9,48.86,
Klebsiella pneumoniae,amikacin,2017,2583,5286,48.9,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,48.9,48.86,
Klebsiella pneumoniae,amikacin,2018,4204,8276,50.8,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,50.8,50.8,
Klebsiella pneumoniae,amikacin,2018,4204,8276,50.8,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,50.8,50.8,
Klebsiella pneumoniae,amikacin,2018,4204,8276,50.8,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,50.8,50.8,
Klebsiella pneumoniae,amikacin,2019,6507,13018,50.0,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,50.0,49.98,
Klebsiella pneumoniae,amikacin,2019,6507,13018,50.0,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,50.0,49.98,
Klebsiella pneumoniae,amikacin,2019,6507,13018,50.0,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,50.0,49.98,
Klebsiella pneumoniae,amikacin,2020,4171,8828,47.2,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,47.2,47.25,
Klebsiella pneumoniae,amikacin,2020,4171,8828,47.2,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,47.2,47.25,
Klebsiella pneumoniae,amikacin,2020,4171,8828,47.2,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,47.2,47.25,
Klebsiella pneumoniae,amikacin,2021,6174,13451,45.9,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,45.9,45.9,
Klebsiella pneumoniae,amikacin,2021,6174,13451,45.9,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,45.9,45.9,
Klebsiella pneumoniae,amikacin,2021,6174,13451,45.9,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,45.9,45.9,
Klebsiella pneumoniae,amikacin,2022,6838,14888,45.9,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,45.9,45.93,
Klebsiella pneumoniae,amikacin,2022,6838,14888,45.9,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,45.9,45.93,
Klebsiella pneumoniae,amikacin,2022,6838,14888,45.9,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,45.9,45.93,
Klebsiella pneumoniae,amikacin,2023,2539,7357,34.51,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,34.51,34.51,
Klebsiella pneumoniae,amikacin,2023,2539,7357,34.5,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,34.5,34.51,
Klebsiella pneumoniae,amikacin,2024,4994,12517,39.9,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,39.9,39.9,
Klebsiella pneumoniae,cefazolin,2017,0,3,,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2017,0,3,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2017,0,3,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2018,0,0,,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,,"low_isolate_count_asterisk,no_isolates_tested"
Klebsiella pneumoniae,cefazolin,2018,0,0,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,,"low_isolate_count_asterisk,no_isolates_tested"
Klebsiella pneumoniae,cefazolin,2018,0,0,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,,"low_isolate_count_asterisk,no_isolates_tested,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2019,0,1,,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2019,0,1,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2019,0,1,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2020,0,3,,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2020,0,3,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2020,0,3,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2021,1,3,,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,33.33,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2021,1,3,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,33.33,low_isolate_count_asterisk
Klebsiella pneumoniae,cefazolin,2021,1,3,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,33.33,"low_isolate_count_asterisk,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2022,5,16,31.3,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,31.3,31.25,
Klebsiella pneumoniae,cefazolin,2022,5,16,31.3,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,31.3,31.25,
Klebsiella pneumoniae,cefazolin,2022,5,16,31.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,31.3,31.25,
Klebsiella pneumoniae,cefazolin,2023,2,12,,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,16.67,pct_suppressed_in_source
Klebsiella pneumoniae,cefazolin,2023,2,12,,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,16.67,"low_isolate_count_asterisk,pct_suppressed_in_source"
Klebsiella pneumoniae,cefazolin,2024,12,36,33.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,33.3,33.33,
Klebsiella pneumoniae,cefotaxime,2017,1109,5092,21.8,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,21.8,21.78,
Klebsiella pneumoniae,cefotaxime,2017,1109,5092,21.8,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,21.8,21.78,
Klebsiella pneumoniae,cefotaxime,2017,1109,5092,21.8,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,21.8,21.78,
Klebsiella pneumoniae,cefotaxime,2018,1577,7158,22.0,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,22.0,22.03,
Klebsiella pneumoniae,cefotaxime,2018,1577,7158,22.0,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.0,22.03,
Klebsiella pneumoniae,cefotaxime,2018,1577,7158,22.0,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.0,22.03,
Klebsiella pneumoniae,cefotaxime,2019,2400,11292,21.3,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,21.3,21.25,
Klebsiella pneumoniae,cefotaxime,2019,2400,11292,21.3,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,21.3,21.25,
Klebsiella pneumoniae,cefotaxime,2019,2400,11292,21.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,21.3,21.25,
Klebsiella pneumoniae,cefotaxime,2020,1472,7658,19.2,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.2,19.22,
Klebsiella pneumoniae,cefotaxime,2020,1472,7658,19.2,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.2,19.22,
Klebsiella pneumoniae,cefotaxime,2020,1472,7658,19.2,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.2,19.22,
Klebsiella pneumoniae,cefotaxime,2021,2217,10879,20.4,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,20.4,20.38,
Klebsiella pneumoniae,cefotaxime,2021,2217,10879,20.4,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,20.4,20.38,
Klebsiella pneumoniae,cefotaxime,2021,2217,10879,20.4,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,20.4,20.38,
Klebsiella pneumoniae,cefotaxime,2022,2754,12919,21.3,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,21.3,21.32,
Klebsiella pneumoniae,cefotaxime,2022,2754,12919,21.3,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,21.3,21.32,
Klebsiella pneumoniae,cefotaxime,2022,2754,12919,21.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,21.3,21.32,
Klebsiella pneumoniae,cefotaxime,2023,1119,6479,17.27,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,17.27,17.27,
Klebsiella pneumoniae,cefotaxime,2023,1119,6479,17.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,17.3,17.27,
Klebsiella pneumoniae,cefotaxime,2024,2038,10032,20.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,20.3,20.31,
Klebsiella pneumoniae,ceftazidime,2017,1320,4790,27.6,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,27.6,27.56,
Klebsiella pneumoniae,ceftazidime,2017,1320,4790,27.6,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,27.6,27.56,
Klebsiella pneumoniae,ceftazidime,2017,1320,4790,27.6,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,27.6,27.56,
Klebsiella pneumoniae,ceftazidime,2018,1488,5503,27.0,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,27.0,27.04,
Klebsiella pneumoniae,ceftazidime,2018,1488,5503,27.0,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,27.0,27.04,
Klebsiella pneumoniae,ceftazidime,2018,1488,5503,27.0,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,27.0,27.04,
Klebsiella pneumoniae,ceftazidime,2019,1985,7908,25.1,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,25.1,25.1,
Klebsiella pneumoniae,ceftazidime,2019,1985,7908,25.1,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,25.1,25.1,
Klebsiella pneumoniae,ceftazidime,2019,1985,7908,25.1,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,25.1,25.1,
Klebsiella pneumoniae,ceftazidime,2020,1147,5334,21.5,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,21.5,21.5,
Klebsiella pneumoniae,ceftazidime,2020,1147,5334,21.5,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,21.5,21.5,
Klebsiella pneumoniae,ceftazidime,2020,1147,5334,21.5,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,21.5,21.5,
Klebsiella pneumoniae,ceftazidime,2021,1452,7507,19.3,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.3,19.34,
Klebsiella pneumoniae,ceftazidime,2021,1452,7507,19.3,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.3,19.34,
Klebsiella pneumoniae,ceftazidime,2021,1452,7507,19.3,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.3,19.34,
Klebsiella pneumoniae,ceftazidime,2022,1852,9500,19.4,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.4,19.49,
Klebsiella pneumoniae,ceftazidime,2022,1852,9500,19.4,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.4,19.49,
Klebsiella pneumoniae,ceftazidime,2022,1852,9500,19.4,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.4,19.49,
Klebsiella pneumoniae,ceftazidime,2023,915,5063,18.07,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.07,18.07,
Klebsiella pneumoniae,ceftazidime,2023,915,5063,18.1,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.1,18.07,
Klebsiella pneumoniae,ceftazidime,2024,1280,5404,23.7,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,23.7,23.69,
Klebsiella pneumoniae,ciprofloxacin,2017,1667,5213,32.0,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,32.0,31.98,
Klebsiella pneumoniae,ciprofloxacin,2017,1667,5213,32.0,2023,Table 3.7,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,32.0,31.98,
Klebsiella pneumoniae,ciprofloxacin,2017,1667,5213,32.0,2024,Table 2.7,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,32.0,31.98,
Klebsiella pneumoniae,ciprofloxacin,2018,2766,7688,36.0,2022,Table 3.7,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,36.0,35.98,
