organism,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
MRSA,ciprofloxacin,2018,323,3222,10.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,10.0,10.02,
MRSA,ciprofloxacin,2018,323,3222,10.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,10.0,10.02,
MRSA,ciprofloxacin,2019,397,4654,8.5,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,8.5,8.53,
MRSA,ciprofloxacin,2019,397,4654,8.5,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,8.5,8.53,
MRSA,ciprofloxacin,2019,397,4654,8.5,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,8.5,8.53,
MRSA,ciprofloxacin,2020,204,2417,8.4,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,8.4,8.44,
MRSA,ciprofloxacin,2020,204,2417,8.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,8.4,8.44,
MRSA,ciprofloxacin,2020,204,2417,8.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,8.4,8.44,
MRSA,ciprofloxacin,2021,328,3257,10.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,10.1,10.07,
MRSA,ciprofloxacin,2021,328,3257,10.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,10.1,10.07,
MRSA,ciprofloxacin,2021,328,3257,10.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,10.1,10.07,
MRSA,ciprofloxacin,2022,524,4096,12.8,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,12.8,12.79,
MRSA,ciprofloxacin,2022,524,4096,12.8,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.8,12.79,
MRSA,ciprofloxacin,2022,524,4096,12.8,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.8,12.79,
MRSA,ciprofloxacin,2023,404,4311,9.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,9.4,9.37,
MRSA,ciprofloxacin,2023,404,4311,9.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,9.4,9.37,
MRSA,ciprofloxacin,2024,454,4104,11.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,11.1,11.06,
MRSA,clindamycin,2017,1067,1802,59.2,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,59.2,59.21,
MRSA,clindamycin,2017,1067,1802,59.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,59.2,59.21,
MRSA,clindamycin,2017,1067,1802,59.2,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,59.2,59.21,
MRSA,clindamycin,2018,2083,3373,61.8,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,61.8,61.76,
MRSA,clindamycin,2018,2083,3373,61.8,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,61.8,61.76,
MRSA,clindamycin,2018,2083,3373,61.8,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,61.8,61.76,
MRSA,clindamycin,2019,3248,5044,64.4,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.4,64.39,
MRSA,clindamycin,2019,3248,5044,64.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.4,64.39,
MRSA,clindamycin,2019,3248,5044,64.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.4,64.39,
MRSA,clindamycin,2020,1598,2497,64.0,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.0,64.0,
MRSA,clindamycin,2020,1598,2497,64.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.0,64.0,
MRSA,clindamycin,2020,1598,2497,64.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.0,64.0,
MRSA,clindamycin,2021,2228,3362,66.3,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,66.3,66.27,
MRSA,clindamycin,2021,2228,3362,66.3,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,66.3,66.27,
MRSA,clindamycin,2021,2228,3362,66.3,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,66.3,66.27,
MRSA,clindamycin,2022,2671,4181,63.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,63.9,63.88,
MRSA,clindamycin,2022,2671,4181,63.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,63.9,63.88,
MRSA,clindamycin,2022,2671,4181,63.9,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,63.9,63.88,
MRSA,clindamycin,2023,2653,4280,62.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,62.0,61.99,
MRSA,clindamycin,2023,2653,4280,62.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,62.0,61.99,
MRSA,clindamycin,2024,2670,4132,64.6,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.6,64.62,
MRSA,cotrimoxazole,2017,851,1332,63.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,63.9,63.89,
MRSA,cotrimoxazole,2017,851,1332,63.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,63.9,63.89,
MRSA,cotrimoxazole,2018,1701,3006,56.6,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,56.6,56.59,
MRSA,cotrimoxazole,2018,1701,3006,56.6,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,56.6,56.59,
MRSA,cotrimoxazole,2019,3127,4848,64.5,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.5,64.5,
MRSA,cotrimoxazole,2019,3127,4848,64.5,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.5,64.5,
MRSA,cotrimoxazole,2020,1484,2449,60.6,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,60.6,60.6,
MRSA,cotrimoxazole,2020,1484,2449,60.6,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,60.6,60.6,
MRSA,cotrimoxazole,2021,1796,2961,60.7,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,60.7,60.66,
MRSA,cotrimoxazole,2021,1796,2961,60.7,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,60.7,60.66,
MRSA,cotrimoxazole,2022,2771,4013,69.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.1,69.05,
MRSA,cotrimoxazole,2022,2771,4013,69.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.1,69.05,
MRSA,cotrimoxazole,2023,2792,4311,64.8,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.8,64.76,
MRSA,erythromycin,2017,494,1813,27.2,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,27.2,27.25,
MRSA,erythromycin,2017,494,1813,27.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,27.2,27.25,
MRSA,erythromycin,2017,494,1813,27.2,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,27.2,27.25,
MRSA,erythromycin,2018,822,3228,25.5,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,25.5,25.46,
MRSA,erythromycin,2018,822,3228,25.5,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,25.5,25.46,
MRSA,erythromycin,2018,822,3228,25.5,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,25.5,25.46,
MRSA,erythromycin,2019,1251,4988,25.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,25.1,25.08,
MRSA,erythromycin,2019,1251,4988,25.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,25.1,25.08,
MRSA,erythromycin,2019,1251,4988,25.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,25.1,25.08,
MRSA,erythromycin,2020,621,2490,24.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,24.9,24.94,
MRSA,erythromycin,2020,621,2490,24.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,24.9,24.94,
MRSA,erythromycin,2020,621,2490,24.9,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,24.9,24.94,
MRSA,erythromycin,2021,917,3274,28.0,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,28.0,28.01,
MRSA,erythromycin,2021,917,3274,28.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,28.0,28.01,
MRSA,erythromycin,2021,917,3274,28.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,28.0,28.01,
MRSA,erythromycin,2022,1009,4230,23.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,23.9,23.85,
MRSA,erythromycin,2022,1009,4230,23.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,23.9,23.85,
MRSA,erythromycin,2022,1009,4230,23.9,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,23.9,23.85,
MRSA,erythromycin,2023,927,3834,24.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,24.2,24.18,
MRSA,erythromycin,2023,927,3834,24.2,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,24.2,24.18,
MRSA,erythromycin,2024,1059,4153,25.5,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,25.5,25.5,
MRSA,linezolid,2017,1779,1794,99.2,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.2,99.16,
MRSA,linezolid,2017,1779,1794,99.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.2,99.16,
MRSA,linezolid,2018,3228,3296,97.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,97.9,97.94,
MRSA,linezolid,2018,3228,3296,97.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,97.9,97.94,
MRSA,linezolid,2019,4936,5001,98.7,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,98.7,98.7,
MRSA,linezolid,2019,4936,5001,98.7,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,98.7,98.7,
MRSA,linezolid,2020,2476,2500,99.0,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.0,99.04,
MRSA,linezolid,2020,2476,2500,99.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.0,99.04,
MRSA,linezolid,2021,3317,3319,99.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.9,99.94,
MRSA,linezolid,2021,3317,3319,99.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.9,99.94,
MRSA,linezolid,2022,4084,4173,97.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,97.9,97.87,
MRSA,linezolid,2022,4084,4173,97.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,97.9,97.87,
MRSA,linezolid,2023,4266,4311,99.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.0,98.96,
MRSA,oxacillin,2017,8,132,6.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,6.1,6.06,
MRSA,oxacillin,2017,8,132,6.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,6.1,6.06,
MRSA,oxacillin,2017,8,132,6.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,6.1,6.06,
MRSA,oxacillin,2018,31,1009,3.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,3.1,3.07,
MRSA,oxacillin,2018,31,1009,3.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,3.1,3.07,
MRSA,oxacillin,2018,31,1009,3.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,3.1,3.07,
MRSA,oxacillin,2019,85,1578,5.4,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,5.4,5.39,
MRSA,oxacillin,2019,85,1578,5.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,5.4,5.39,
MRSA,oxacillin,2019,85,1578,5.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,5.4,5.39,
MRSA,oxacillin,2020,40,769,5.2,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,5.2,5.2,
MRSA,oxacillin,2020,40,769,5.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,5.2,5.2,
MRSA,oxacillin,2020,40,769,5.2,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,5.2,5.2,
MRSA,oxacillin,2021,41,1286,3.2,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,3.2,3.19,
MRSA,oxacillin,2021,41,1286,3.2,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,3.2,3.19,
MRSA,oxacillin,2021,41,1286,3.2,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,3.2,3.19,
MRSA,oxacillin,2022,0,1366,0.0,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,0.0,0.0,
MRSA,oxacillin,2022,39,1366,2.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,2.9,2.86,
MRSA,oxacillin,2022,39,1366,2.9,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,2.9,2.86,
MRSA,oxacillin,2023,0,2383,,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,pct_suppressed_in_source
MRSA,oxacillin,2023,48,2383,2.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,2.0,2.01,
MRSA,oxacillin,2024,0,2908,0.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,0.0,0.0,
MRSA,teicoplanin,2017,1719,1735,99.1,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.1,99.08,
MRSA,teicoplanin,2017,1719,1735,99.1,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.1,99.08,
MRSA,teicoplanin,2017,1719,1735,99.1,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,99.1,99.08,
MRSA,teicoplanin,2018,2848,2956,96.3,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,96.3,96.35,
MRSA,teicoplanin,2018,2848,2956,96.3,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,96.3,96.35,
MRSA,teicoplanin,2018,2848,2956,96.3,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,96.3,96.35,
MRSA,teicoplanin,2019,2729,2775,98.3,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,98.3,98.34,
MRSA,teicoplanin,2019,2729,2775,98.3,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,98.3,98.34,
MRSA,teicoplanin,2019,2729,2775,98.3,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,98.3,98.34,
MRSA,teicoplanin,2020,948,953,99.5,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.5,99.48,
MRSA,teicoplanin,2020,948,953,99.5,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.5,99.48,
MRSA,teicoplanin,2020,948,953,99.5,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,99.5,99.48,
MRSA,teicoplanin,2021,1369,1370,99.9,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.9,99.93,
MRSA,teicoplanin,2021,1369,1370,99.9,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.9,99.93,
MRSA,teicoplanin,2021,1369,1370,99.9,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,99.9,99.93,
MRSA,teicoplanin,2022,1690,1700,99.4,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,99.4,99.41,
MRSA,teicoplanin,2022,1690,1700,99.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,99.4,99.41,
MRSA,teicoplanin,2022,1690,1700,99.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,99.4,99.41,
MRSA,teicoplanin,2023,2402,2402,100.0,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,100.0,100.0,
MRSA,teicoplanin,2023,2397,2402,99.8,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,99.8,99.79,
MRSA,teicoplanin,2024,1626,1626,100.0,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,100.0,100.0,
MRSA,tetracycline,2017,983,1193,82.4,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,82.4,82.4,
MRSA,tetracycline,2017,983,1193,82.4,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,82.4,82.4,
MRSA,tetracycline,2017,983,1193,82.4,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,82.4,82.4,
MRSA,tetracycline,2018,2397,2859,83.8,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,83.8,83.84,
MRSA,tetracycline,2018,2397,2859,83.8,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,83.8,83.84,
MRSA,tetracycline,2018,2397,2859,83.8,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,83.8,83.84,
MRSA,tetracycline,2019,3829,4473,85.6,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,85.6,85.6,
MRSA,tetracycline,2019,3829,4473,85.6,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,85.6,85.6,
MRSA,tetracycline,2019,3829,4473,85.6,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,85.6,85.6,
MRSA,tetracycline,2020,1885,2223,84.8,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,84.8,84.8,
MRSA,tetracycline,2020,1885,2223,84.8,2023,Table 7.9,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,84.8,84.8,
MRSA,tetracycline,2020,1885,2223,84.8,2024,Table 6.9,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,84.8,84.8,
MRSA,tetracycline,2021,2348,2772,84.7,2022,Table 6.9,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,84.7,84.7,
